,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
988,Biz Trip Crypto,Washington State,"Travel-Crypto-Stocks-Weights & Freedom!   
On a ""Business Trip"", leave a msg
nfa- Proud Veteran
#Bitcoin will set you free! YES but

""IF YOU KNOW, YOU SO NODE""",False,2022-03-14 06:48:03,"Then, after almost 30 years of grinding out a small biz ""There it was""!  

A significant daily income from an investment I was already making in crypto and having limited success earning from btw!  I decided to dig in and see what I could learn....",,Typefully,Then almost year grinding small There significant daily income investment already making crypto limited success earning decided could learn
989,Fashie,Lagos state.,"CR7🐐💪🏾❤ Davido 🐐💪🏾❤ 
Arsenal is my team❤ God is the ultimate champion 🙌🏽💪🏾 Aries ♈",False,2022-03-14 06:48:03,@stanleko Na you now! You dey use 2.50 odds dey rub floor!,,Twitter for Android,stanleko 2.50 odds floor
990,Vex the faun 🦌🦌 - DTIYS pinned,"Leeds, England","🦌 Any pronouns 🦌 Crochet/digital art 🦌 faun vtuber 🦌 Live2D rigger 🦌🌻disabled🌻🌈
🔞
https://t.co/yNKZJglUgE
https://t.co/cy4ZdywYQ6",False,2022-03-14 06:48:03,@Plural_ENVT @krissu_lee @blueiris_099 Thank you 💚💚,,Twitter for Android,Plural_ENVT krissu_lee blueiris_099 Thank
991,Blaze,,,False,2022-03-14 06:48:03,@RemontadaReVi @Russia @roscosmos @russiabeyond @SPACEdotcom @SpaceNews_Inc @spacetravelrmag @sovietvisuals @PicturesUssr @RussCultureClub @SpaceUpSkoltech @DaniilMedwed Never said any of that slow one https://t.co/YLFG3FxlUx,,Twitter for Android,RemontadaReVi Russia roscosmos russiabeyond SPACEdotcom SpaceNews_Inc spacetravelrmag sovietvisuals PicturesUssr RussCultureClub SpaceUpSkoltech DaniilMedwed Never said slow http //t.co/YLFG3FxlUx
992,Counsellor Yu Xueyong,Maldives,Counsellor of the Chinese Embassy in Maldives,False,2022-03-14 06:48:03,"Why China is still attractive to foreign investors? Here is the answer you should know:
https://t.co/P4QlIwwlBm",,Twitter for iPhone,China still attractive foreign investor Here answer know http //t.co/P4QlIwwlBm
993,(◕ᴗ◕✿),🏡,"~ au reader ~
NATO 🤝 TINK",False,2022-03-14 06:48:03,"@msbabybabe yown naman, congrats po &lt;333",,Twitter for Android,msbabybabe yown naman congrats
994,Jade🔇-rest,jeon jungkook,Just JUNGKOOK Jeon❤️ MY EUPHORIA,False,2022-03-14 06:48:03,"@Daily_JKUpdate @BTS_twt 303 Listen to chart topper #StayAlive by #Jungkook (Prod. Suga) 
@BTS_twt","['StayAlive', 'Jungkook']",Twitter Web App,Daily_JKUpdate BTS_twt Listen chart topper StayAlive Jungkook Prod Suga BTS_twt
995,get well soon my yoona,stone age nswer ,sullyoon above everything 💛,False,2022-03-14 06:48:03,am not celebrating any kind of nmixx achievements rn,,Twitter for Android,celebrating kind nmixx achievement
996,fez has a soft spot for lexi,she/her,sam is walking on thin ice | angusmaude on AO3 | link for my fexi fanfic below.,False,2022-03-14 06:48:03,yes I sang the entire song thinking fezco was singing with me,,Twitter for iPhone,sang entire song thinking fezco singing
997,🔔,,Kirkut opinions only |,False,2022-03-14 06:48:03,@ArfaSays_ Where is crowd 🤣,,Twitter for Android,ArfaSays_ Where crowd
998,Henrik Olsen,,,False,2022-03-14 06:48:03,I want a blondie,,Twitter for Android,want blondie
999,Sejal,,,False,2022-03-14 06:48:03,@planetmari_ So true 🙂😀,,Twitter Web App,planetmari_ true
1000,Maejay,Outside this Lucid Dream,Fuckboy ko si Jose,False,2022-03-14 06:48:03,Fuck I needa see it now fr https://t.co/Js3xnE9iOy,,Twitter for iPhone,Fuck needa http //t.co/Js3xnE9iOy
1001,Dream Squiggles,CA / NM,"Artist of many mediums creating playful art NFTs, spreading good vibes, and enjoying life. Dive in!",False,2022-03-14 06:48:03,"@atimetass 65 pieces in 1/1 collection! .03 $ETH

https://t.co/ADJ3CgqjcH",,Twitter for iPhone,atimetass piece collection http //t.co/ADJ3CgqjcH
1002,aidan,,"hi i ramble about fiction

private account @sadjewsh",False,2022-03-14 06:48:03,@FarisMD16 50 shades????,,Twitter Web App,FarisMD16 shade
1003,VTB. Vitaly Tennant Bot,info@vitalytennant.com,#ai #blockchains #defi #ml #vr #xr #ar #daos #psychology #space #yeast #metaverses #software #p2e #astrophysics #nfts #ceti #health #tech  main:@VitalyVTennant,False,2022-03-14 06:48:03,Investing in an intelligent crypto index fund — built for all market environments https://t.co/GD7iP137ol #Analysis #Sponsored,"['Analysis', 'Sponsored']",dlvr.it,Investing intelligent crypto index fund built market environment http //t.co/GD7iP137ol Analysis Sponsored
1004,Asia Centre,Malaysia and Thailand,Asia Centre is a not-for-profit organisation that seeks to create human rights impact in the region. https://t.co/OB88t3JoNH,False,2022-03-14 06:48:03,"Meet three of our Merit Award Winners. 

Read Mr. Raka Ibrahim's article here: https://t.co/zq448v9GlU 

 Read Ms. Huong Nguyen's article here: https://t.co/e5leOBR4dO VIR - Vietnam Investment Review

Read Mr. Rafiqul Islam's article here: https://t.co/MrzMih3xYu https://t.co/cZ9h43lviU",,Twitter Web App,Meet three Merit Award Winners Read Raka Ibrahim article http //t.co/zq448v9GlU Read Huong Nguyen article http //t.co/e5leOBR4dO Vietnam Investment Review Read Rafiqul Islam article http //t.co/MrzMih3xYu http //t.co/cZ9h43lviU
1005,TimBukOne Charts,South Africa,"African Investment Research Solutions for Global Investors
JSE Co. SENS		@TimBukOneSENS
JSE Co. NEWS    	@TimBukOneNEWS
Home Page 		@TimBukOne",False,2022-03-14 06:48:03,#SunInternational $JSESUI has issued a market related announcement: https://t.co/nWK67srmaz https://t.co/Y3oSFuELS3,['SunInternational'],dlvr.it,SunInternational JSESUI issued market related announcement http //t.co/nWK67srmaz http //t.co/Y3oSFuELS3
1006,Sour Bot,Somewhere sour.,Not so sweet.,False,2022-03-14 06:48:03,sour is your next tweet,,"Cheap Bots, Done Quick!",sour next tweet
1007,on a lisa breakdown,idk,ririka momobami is looking down on u,False,2022-03-14 06:48:03,not me refreshing her ug every second. i need new lisa update https://t.co/94TYHb2uk3,,Twitter for Android,refreshing every second need lisa update http //t.co/94TYHb2uk3
1008,Christopher Maiolo,,,False,2022-03-14 06:48:03,"https://t.co/Wsn3hAH8s8
Fuckers",,Twitter for Android,http //t.co/Wsn3hAH8s8 Fuckers
1009,jenny,"14, she/they",ed sh vent,False,2022-03-14 06:48:03,Also tbh our car wasn't that expensive so the fine wasn't that expensive cuz like my mom's friend has a sports car and got fined sm,,Twitter for Android,Also expensive fine expensive like friend sport fined
1010,Sterling 🎰,"Washington, USA",Boston Sports / Political Junkie / Bad Stock Broker / Movie Buff / Tennis Lover / Bayern Munich / Larry David is my Spirit Animal,False,2022-03-14 06:48:03,@Less_HumbleTeej Crying,,Twitter for iPhone,Less_HumbleTeej Crying
1011,Gone Boy,"Gaborone, Botswana",Burner account. Take nothing seriously.,False,2022-03-14 06:48:03,Why are these rents so heavy with the roasts?! 😭😭😭 https://t.co/4HMfjxVbMY,,Twitter for iPhone,rent heavy roast http //t.co/4HMfjxVbMY
1012,🅿️usha🅿️‼️,Tha 4️⃣,#LLG #6B4L watch how I turn nun into somethin 💯 GMB💰,False,2022-03-14 06:48:03,Shout out to all my ppls I had hell of ah weekend cause of them 🖤👿,,Twitter for iPhone,Shout ppls hell weekend cause
1013,General Rusty since 1978,Agloe NY,"""Two Sandwich Eating Son of a Bitch"" My Dad, 2021

Banner Art is by @cqraaa",False,2022-03-14 06:48:03,"@smolangreydemon @DayashiCelicaVQ @OrdinaryGamers Those weren't the common man's car these things were 14K brand new if you want something the ever man could afford, they would've bought a used muscle car from the 60s",,Twitter Web App,smolangreydemon DayashiCelicaVQ OrdinaryGamers Those common thing brand want something ever could afford would bought used muscle
1014,Frankie Lombardi,,how ya doin. Yankees baseball,False,2022-03-14 06:48:03,@SimonettiSource Gold,,Twitter for iPhone,SimonettiSource Gold
1015,Christopher Maiolo,,,False,2022-03-14 06:48:03,"https://t.co/scVLfYODRP
That Shit wont fly",,Twitter for Android,http //t.co/scVLfYODRP That Shit wont
1016,vanessa⁷,,i’d give up my life for min yoongi || my bones are safe and my heart can rest knowing it belongs to you @dropmycrissant ♡ • she/her,False,2022-03-14 06:48:03,"https://t.co/scVLfYODRP
That Shit wont fly",['whounfollowedme'],Who Unfollowed Me,http //t.co/scVLfYODRP That Shit wont
1017,Вундеркінд,,Oil and Gas Engineer,False,2022-03-14 06:48:03,@DeniiTweets No mind am😂😂😂,,Twitter for Android,DeniiTweets mind am😂😂😂
1018,Anette 🦋🇸🇪🇺🇸,Sverige,"Music is my life.GNR, Aerosmith, WHITESNAKE, AC/DC, INXS, SWEET. Love animals. I like tattoos. In a relationship.Join me on https://t.co/i39OuU9jpy 😘",False,2022-03-14 06:48:03,@karenfthompson I was also 12 y old😊,,Twitter for iPhone,karenfthompson also old😊
1019,Taeulju Mantra,,"Mantra of Mantra, Taeulju.",False,2022-03-14 06:48:03,"The Taeeulju Mantra is a prayer to heaven and earth, the mantra that shall save people throughout the world at the time of gaebyeok. When the catastrophic disease strikes, chant the mantra constantly to save multitudes. (Taemonim, Dojeon 11:240:11-12)",,twittbot.net,Taeeulju Mantra prayer heaven earth mantra shall save people throughout world time gaebyeok When catastrophic disease strike chant mantra constantly save multitude Taemonim Dojeon 11:240:11-12
1020,Freyja Wired,Here Now,"Namasté ñ Breathe #RESIST 🌊🌊🌊 it is Time to Move Mountains through the valley, on the crests of Gace & Laughter, 🌊🌊🌊 nurture your humor. #VoteBlue",False,2022-03-14 06:48:03,Who's afraid of the right to murder neighbors for their appearance? https://t.co/4iBmo8mVYn,,Twitter for Android,afraid right murder neighbor appearance http //t.co/4iBmo8mVYn
1021,Chukwudéra🀄,"Lagos, Nigeria","Currently reading Sexuality and the internet by Kristian Daneback and Sven-Axel Mansson 

#Ukraine #AfricansinUkraine #RinuSpaces",False,2022-03-14 06:48:03,@_reallyjae @m26grenade They trying to what now? 😭,,Twitter for Android,_reallyjae m26grenade They trying
1022,jevsha,dnf w/o consent,#𝐂𝐘𝐁𝐄𝐑 ; -,False,2022-03-14 06:48:03,@moonareas ice coffee,,Twitter for Android,moonareas coffee
1023,jax 💫,Lands Between,17| CCB| probably playing elden ring rn,False,2022-03-14 06:48:03,@ShounensRevenge This one weak the other stuff nice tho,,Twitter for iPhone,ShounensRevenge This weak stuff nice
1024,756..,,pump old madonna songs into me veins,False,2022-03-14 06:48:03,@hugeclitoriss LMFAO goodbye,,Twitter for Android,hugeclitoriss LMFAO goodbye
1025,Pema Okun,,Very smart. Very ghetto. Very rich.♦️,False,2022-03-14 06:48:03,@Ryysh__ Like what is they even talking bout wit that list 😂😂,,Twitter for iPhone,Ryysh__ Like even talking bout list
1026,gurneet dosanjh,"Vancouver, British Columbia",888👻SC: gdosanjhhh,False,2022-03-14 06:48:03,lost a bond I wanted forever so I’m not too pressed about who’s in my life or not,,Twitter for iPhone,lost bond wanted forever pressed life
1027,Silvia,,,False,2022-03-14 06:48:03,"...This is not the card I wanted haha but I figured out why my game wasn't loading the last couple days 🙃 
I wonder if I can finish the event =/ https://t.co/0PqDbGeWHa",,Twitter for Android,This card wanted haha figured game loading last couple day wonder finish event http //t.co/0PqDbGeWHa
1028,Pete saw Twice twice 💙💛 🇺🇦 💉💉💉,"Detroit, MI","Teacher. Husband. Father to 🏳️‍🌈 kid. Lib. Gambler. #OT9 stan. ENFJ-A. 

#KpopHAGTwitter #RESIST

Biases: Jihyo/Aisha/Seungeun/Lisa/Lucas/Fatou

he/him",False,2022-03-14 06:48:03,@beaveinflow Especially when it's fried 😋,,Twitter Web App,beaveinflow Especially fried
1029,mads,He They End Xe It Void Glitch Exe ,🏳️‍🌈 ranboo (and the crowd goes silent),False,2022-03-14 06:48:03,@aimseytwo HAVEEE YOU WATCHED TURNING RED YET!!!!!!!,,Twitter for iPhone,aimseytwo HAVEEE WATCHED TURNING
1030,Niyazi Gürgen,www.niyazigurgen.com ,"Visual Storyteller, Nft Photographer
https://t.co/FxAkPpuQzu   / https://t.co/bUgnMgG1Cs",False,2022-03-14 06:48:03,@gokcay Gm my friend,,Twitter for Android,gokcay friend
1031,Alessandra ¦ Oddinary ☻,Stayville ,"Filo stay, I use any pronouns...
↣ Staying with #스트레이키즈.",False,2022-03-14 06:48:03,"@becksthriving HAHAHAHAHA, he's fine with that idea as long as he gets jisung",,Twitter for Android,becksthriving HAHAHAHAHA fine idea long get jisung
1032,Gary M. Gadsdon,"London, United Kingdom","Briton, Video Game Player, Web Developer, SMF Customiser // DFFOO Site Owner: https://t.co/1QlkMe8nqp",False,2022-03-14 06:48:03,"Lets Play Final Fantasy IX: Part 33 - Atrocious Raid

https://t.co/oOVCymMRxq",,IFTTT,Lets Play Final Fantasy Part Atrocious Raid http //t.co/oOVCymMRxq
1033,Cømbø,Tryna make alchemy real,Zoro💀 || 18 yo tryna art good but kinda stinky at it || Fullmetal Alchemist enjoyer || Ace Attorney enthusiast || #Combonation,False,2022-03-14 06:48:03,@ThatKnucklesgal Peak,,Twitter for iPhone,ThatKnucklesgal Peak
1034,Suzie Scurr-Tankard,Country NSW,Just finished a book about my 2019 solo walk from Canterbury UK to Rome with an undiagnosed neuro (pituitary) tumour... looking for a publisher... hopefully!,False,2022-03-14 06:48:03,"@HappyNewspaper_ I'm about to serialise my Camino de Santiago 2017, Camino Portuguese 2018 and Via Francigena 2019 on Patreon along with my recovery from neurosurgery and a daily blog of my return to walking 500km from my home in Cootamundra to Melbourne (Aus) after Easter 22",,Twitter Web App,HappyNewspaper_ serialise Camino Santiago 2017 Camino Portuguese 2018 Francigena 2019 Patreon along recovery neurosurgery daily blog return walking 500km home Cootamundra Melbourne Easter
1035,BLM. your dad's fave auntie fa,Washington (the good one) ,"Friend Of Bill INFJ-A 3rd grade spelling bee champ
#GoHawks check out @tasting_travel header by @bucmarvin",False,2022-03-14 06:48:03,"@tom_on_here Does it need to physically stay in my body for 3 hours and if not, may I bring my own salsa? It might as well taste better going down for 10k...",,Twitter for Android,tom_on_here Does need physically stay body hour bring salsa might well taste better going
1036,Chaotic Softie:ヒーラーアーク,United States,"All I do is shitpost and curse God.
Minors/no age DNI. I will punt you into space. 
22 years on this rock.
cash app: $Penguboy",False,2022-03-14 06:48:03,Cause people are draining and they understand that I may not wanna talk sometimes and they're just hella supportive and understanding but also horny as fuck cause I be thinking thoughts all day and sometimes I just want to go home and make out and grind against each other,,Twitter for Android,Cause people draining understand talk sometimes hella supportive understanding also horny fuck cause thinking thought sometimes want home make grind
1037,𝙽𝙺,,Tweeting doesn’t mean I’m available...,False,2022-03-14 06:48:03,"And why don't we rewrite the stars?
Changing the world to be ours....",,Twitter for iPhone,rewrite star Changing world
1038,KY Nba 🇺🇬🇺🇬 Stoner,"Jinja, Uganda","all white Gucci suit am feeling righteous
I follow back",False,2022-03-14 06:48:03,@bamwinejnr Drip,,Twitter for Android,bamwinejnr Drip
1039,SRY IM KRABBY.,,Twitter is better than FB,False,2022-03-14 06:48:03,I need new phone 💆🏼‍♂️,,Twitter for Android,need phone 💆🏼‍♂️
1040,dara ♊,Banjarmasin,menjelajah,False,2022-03-14 06:48:03,@banjarbase need someone to pay,,Twitter Web App,banjarbase need someone
1041,JUDE,"Bulacan, Central Luzon",memeful life,False,2022-03-14 06:48:03,@KenBorlongan Glucose father??? Hahaha,,Twitter for iPhone,KenBorlongan Glucose father Hahaha
1042,Geeta Anjali 🚢,London,Curious about everything this wonderful life has to offer https://t.co/lbcOz6mzwm,False,2022-03-14 06:48:03,"@StoryLuck Brilliant question 😀

My understanding is that there isn’t a simple blood test that can be done to test your mitochondria.

I’ve read that a muscle biopsy can be used to test the level of enzymes present that help converting energy into food.",,Twitter for iPhone,StoryLuck Brilliant question understanding simple blood test done test mitochondrion read muscle biopsy used test level enzyme present help converting energy food
1043,Ⓜ️ichael Bobby𓃵,NINU AIYE,❤️❤️ + 🕯️/ Man United/ GOD/ Cruise and vibes/IGBOTIC,False,2022-03-14 06:48:03,@CYPRIANSIKHUMB1 Great day to you,,Twitter for Android,CYPRIANSIKHUMB1 Great
1044,Rick Adams,"Sydney, Australia 🇺🇸🇦🇺","Actor, Artist, Musician, Writer, I.T. Tech B.A., Tennis Player, Fitness Coach, Lighting Designer, Audio Tech, Roadie, Realist, Dreamer, Traveller. Support 🇺🇦",False,2022-03-14 06:48:03,"@GOP OPEC cartel raised the price on crude oil starting in Apr 2020 during Trump's administration.  US &amp; Biden are not members of OPEC.
'Inflation' is a product of @GOP #RepublicanParty tax cuts from 35% to 21%.  Now, corporations &amp; billionaires pay $0 tax, there's your 'Inflation'. https://t.co/aDiLx39Blx",,Twitter Web App,OPEC cartel raised price crude starting 2020 Trump administration Biden member OPEC 'Inflation product RepublicanParty cut corporation billionaire 'Inflation http //t.co/aDiLx39Blx
1045,me,,"beautiful life , beautiful memories 🤍🖤",False,2022-03-14 06:48:03,personal growth and turning point 🤍,,Twitter for iPhone,personal growth turning point
1046,Brendan Quinn,"Michigan, via Philadelphia",Sportswriter jawn  |  College hoops and golf for @TheAthletic  |  Ad astra per alia porci,True,2022-03-14 06:48:03,@SKarrG0 I’m just here to party.,,Twitter for iPhone,SKarrG0 party
1047,RamakrishnaMudhiraj,"Hyderabad, India","BJP social media
Joined BJP Party In 2008",False,2022-03-14 06:48:03,"Under Hon PM @narendramodi jis 
leadership,India is Moving Towards Self Reliance in Pulse Production .

The MSP for pulse has been raised from 40% to 73% .

@SafronSuporters
@TeamRBReddy

#AatmaNirbharKrishi 
#RBR https://t.co/mBCenBdpuM",,Twitter for Android,Under narendramodi leadership India Moving Towards Self Reliance Pulse Production pulse raised SafronSuporters TeamRBReddy AatmaNirbharKrishi http //t.co/mBCenBdpuM
1048,Andy Mcgahey,Nottinghamshire ,horse racing fan stock market watcher easy going,False,2022-03-14 06:48:03,@BookieBaz He loves a winner at chester,,Twitter for Android,BookieBaz love winner chester
1049,Michael Oluwashegzy,kitchen,Tech Entrepreneur| Digital marketing consultant | Ekiti GentleMan | sneakers over shoes | Making life better @afripay_uk |#YNWA 🔴 | Redbull,False,2022-03-14 06:48:03,@veey_billions Bet you eat breakfast huh?,,Twitter for iPhone,veey_billions breakfast
1050,🥀,"In your head, rent free",$$,False,2022-03-14 06:48:03,If my side profile doesn’t improve x 10000 after my jaw surgery I will un alive myself 😊,,Twitter for iPhone,side profile improve 10000 surgery alive
1051,🔴Prom official🦋🇷🇼,"Kampala, Uganda",Hustling✌🏻till📌they🔥 Call✨ me❤️a🤟thief,False,2022-03-14 06:48:03,@933kfm @lynda_ddane Drop me #Localman by @IamCindySanyu https://t.co/Td5FKyslJ6,['Localman'],Twitter for Android,933kfm lynda_ddane Drop Localman IamCindySanyu http //t.co/Td5FKyslJ6
1052,🐺🪳🦅|| ⚔⁰⁰²,Twitter,"Apathetic and unbothered. Except for 2 things, my bias and my puppy 😌😌

👨‍❤️‍👨 = 👑🤡🧡",False,2022-03-14 06:48:03,Vote Joken 🤸‍♀️🤸‍♀️ https://t.co/Tk8DkNiRbg,,Twitter Web App,Vote Joken 🤸‍♀️🤸‍♀️ http //t.co/Tk8DkNiRbg
1053,👑Miss Ndaba👑฿,"Johannesburg, South Africa",|| Vocalist🎤🎹|| I do promotions here and there || Brand Ambassador of @nakiesbeauty,False,2022-03-14 06:48:03,@_MishyMishie We do care shame,,Twitter for Android,_MishyMishie care shame
1054,manshi singhal,"New Delhi, India","Arjit Singh & Atif aslam Fans
      NEET Aspirant
     cricket lover",False,2022-03-14 06:48:03,"There are many people with BJD party in Orissa.  This is how she is winning.  excellent work and is consistently winning all its elections.
#BJDwinsOdishaHeart https://t.co/HjtDqZH72l",,Twitter for Android,There many people party Orissa This winning excellent work consistently winning election BJDwinsOdishaHeart http //t.co/HjtDqZH72l
1055,♡ Krissy⁷ 🦦,she/her / 🇮🇪 in 🇩🇪/ lvl 31,Outro: Tear my last & first love 🌑 너 자신을 사랑해 💜Dancer/Hairstylist 💃🏼✂️ fulltime 🧚🏼‍♀️ Soulmies: @lytearphile & @OT7blossoms ♡ ask for perm to ss my twts,False,2022-03-14 06:48:03,Not you being homophobic right in front of my eyes! And also saying woman are there to be a birth machine! YOU should be ashamed of yourself! The only one on the edge of hell is you for you disrespectful and disgusting words and behavior! https://t.co/E2DNyaApWz,,Twitter for iPhone,homophobic right front eye also saying woman birth machine ashamed edge hell disrespectful disgusting word behavior http //t.co/E2DNyaApWz
1056,Helen Style,"London, England","4th generation Londoner. Retired lawyer, mother, dog person. I want my civil rights in the U.K. and EU back and to live somewhere run by rational adults.",False,2022-03-14 06:48:03,"I’m wondering how history books will treat the success of Russian black money in splitting the U.K. off from the EU.  It makes me feel vulnerable, and I’m relatively well off.",,Twitter Web App,wondering history book treat success Russian black money splitting U.K. make feel vulnerable relatively well
1057,OniMaru 🩸【 ENVTUBER 】,In the shade ,Bright lights hurt my eyes 🦇|ママ:@sarru_ro | EN | | Vampire Vtuber || not a scaredy bat| DEBUT SOON| 🦊,False,2022-03-14 06:48:03,@Lycqnn @zinniecaliborn  is who ur looking for,,Twitter for iPhone,Lycqnn zinniecaliborn looking
1058,Mardy Walker 🇺🇦 Ω 💜🌊⚖️,"Missouri, USA","Each part of the whole must pull its own weight, and no part of the whole may take more than its fair share. ⚖️ Cause no Injustice.",False,2022-03-14 06:48:03,"When you look at a man, and you know he is a good man, doesn't he get more handsome? https://t.co/hi58ySMQMN",,Twitter for Android,When look know good handsome http //t.co/hi58ySMQMN
1059,Ashton Moore,,"I write good musicals you haven't heard of yet, and sometimes I play keyboards for @GetUpStandUpLDN",False,2022-03-14 06:48:02,"I am the captain now.

Wordle 268 3/6

⬜⬜🟩⬜🟩
🟩🟨🟩⬜🟩
🟩🟩🟩🟩🟩",,Twitter for Android,captain Wordle ⬜⬜🟩⬜🟩 🟩🟨🟩⬜🟩 🟩🟩🟩🟩🟩
1060,liana ☽,,in a theatre | 24 | ⚢ | she/her,False,2022-03-14 06:48:02,@fruityflemson come then x,,Twitter for iPhone,fruityflemson come
1061,Cryptic555,,"Market analysis & recaps, scalping leverage calls, #binance #altcoin #signals follow & search on Telegram to get our channel @cryptocharts_M",False,2022-03-14 06:48:02,#Bitcoin is moving in an ascending triangle and got rejected from the horizontal resistance (42500) and currently holding above the support.(38250)  Thankyou to @cryptocharts_M for all your updates. As your whole team is perfect regarding #cryptonews #cryptocurrency 36,['Bitcoin'],Twitter for Android,Bitcoin moving ascending triangle rejected horizontal resistance 42500 currently holding support 38250 Thankyou cryptocharts_M update whole team perfect regarding cryptonews cryptocurrency
1062,edwinch,Pasadena California. ,"Pictures thoughts & ramblings. personal blog of my life, Photographer of interesting things. quintessentially British. into Motorbikes Cars & travel.",False,2022-03-14 06:48:02,Ok ask https://t.co/FsILFdOsog,,Twitter for iPhone,http //t.co/FsILFdOsog
1063,Lucky,,,False,2022-03-14 06:48:02,"@lindblad_glenn @TheBabylonBee “Nuh uh, u!” was always destined to be your high watermark.",,Twitter Web App,lindblad_glenn TheBabylonBee always destined high watermark
1064,🦇man,Asgard,BITCH! BE HUMBLE #mv1,False,2022-03-14 06:48:02,@legsandwaist @banjaraburger Can't be me (1),,Twitter for iPhone,legsandwaist banjaraburger
1065,Rainer,Europe,CEO building a fun and rewarding gaming ecosystem on #Solana - Angel Investor & Fund Finder - #VR #AR #Metaverse #AAAgames #NFTs,False,2022-03-14 06:48:02,@TheOGLauraWalsh I wouldn't be around to take a video. That's something from an alien horror film,,Twitter for Android,TheOGLauraWalsh would around take video That something alien horror film
1066,zakwan,Malaysia,An aspiring Muslim trying to find his role in the world. Also someone who is not afraid to speak out his mind issues that affect our lives,False,2022-03-14 06:48:02,"@syahredzan PN selling points

1) No court cluster, clean image
2) Malay Islamic centric (Bersatu + PAS)
3) Bersatu as dominant party compared 2 lame duck Gerakan
4) Abah baca doa 

Care to add more?",,Twitter for iPhone,syahredzan selling point court cluster clean image Malay Islamic centric Bersatu Bersatu dominant party compared lame duck Gerakan Abah baca Care
1067,OhMyDaysReally,Terf Island ,UK and World News News Politics news 🦕 🦖,False,2022-03-14 06:48:02,@amy_goblok @munro_nell I definitely think your money is safe with that one!,,Twitter for iPhone,amy_goblok munro_nell definitely think money safe
1068,Zamora🤍🖤,,"God fearing,family first.A free soul focused on making her mum proud🥲,I hate drama & I always value the few people in my life.🥰🤗",False,2022-03-14 06:48:02,@Gaucho_UG How are you Bryan,,Twitter for iPhone,Gaucho_UG Bryan
1069,pria⁷,she/her,"why? do we look like billboard no 1 and grammy nominated singer, bts?",False,2022-03-14 06:48:02,@Gaucho_UG How are you Bryan,,Twitter for Android,Gaucho_UG Bryan
1070,hgtp://Teaksy,Australia,,False,2022-03-14 06:48:02,@TheCryptoLark Elon owns everything including you.,,Twitter for Android,TheCryptoLark Elon owns everything including
1071,ᅟᅟᅟ(🍀. ),"20, he/him","ᅟᅟᅟᅟ"" 𝒮𝑜 heavy and 𝐡𝐞𝐚𝐯𝐢𝐞𝐫 the hurt in heart
 ᅟᅟᅟᅟᅟᅟᅟᅟ... 𝗵𝗮𝗿𝗿𝗼𝘄𝗶𝗻𝗴 for the 𝘭𝘰𝘴𝘵. """,False,2022-03-14 06:48:02,"( huff! he takes back his hand, covering his face with it as he turns, hair fluffing up. )

— y- sh- hush! hush-!

( puff, puff. you can quite literally see the steam escaping him. he cups his face as he stares down at the ground, hand trembling in embarrassment. )

shh-, https://t.co/C2K9CngQP8",,Twitter for iPhone,huff take back hand covering face turn hair fluffing hush hush- puff puff quite literally steam escaping cup face stare ground hand trembling embarrassment shh- http //t.co/C2K9CngQP8
1072,Associated Risks Ltd,Southeast Asia ,#RiskManagement #ExecutiveProtection #Security #Advisory #News #Intelligence #Services in #Philippines #Malaysia #Indonesia #Afghanistan #Iraq #Ukraine #Russia,False,2022-03-14 06:48:02,Afghanistan’s embassy in Washington may shut down next week - The Khaama Press News Agency https://t.co/KIvQ60OQRP #Afghanistan #Taliban #News,,dlvr.it,Afghanistan embassy Washington shut next week Khaama Press News Agency http //t.co/KIvQ60OQRP Afghanistan Taliban News
1073,Dr Mark Anderson,Yorkshire,"Writer,runner,teacher. English@Cambridge; MA,PhD Byron&Shelley@Durham (still sorry, Keats lad). W-c. Heart on t'left. Raising aspirations best I can. #amwriting",False,2022-03-14 06:48:02,"I’m a shy person. I like to be alone, like being outdoors, like with my dog to take a walk, look at the trees, flowers, look at the sky.    #GHC .",,Twitter for Android,person like alone like outdoors like take walk look tree flower look
1074,MGSolidus,,AOT fans are the new OP stans. Im here to argue with people. Avid One Piece and HxH hater,False,2022-03-14 06:48:02,@thecartooncrave Soul was good but it wasn’t as good as I was hoping or expecting it to be.,,Twitter for iPhone,thecartooncrave Soul good good hoping expecting
1075,•••,she/her,i bleed 💛,False,2022-03-14 06:48:02,@Red_VelvetJP @RVsmtown love u 🥺,,Twitter for iPhone,Red_VelvetJP RVsmtown love
1076,Sharon,,#ENDSARS,False,2022-03-14 06:48:02,I know this is like an old season but I really understand Jacob and where he is coming from #MarriedAtFirstSight,['MarriedAtFirstSight'],Twitter for iPhone,know like season really understand Jacob coming MarriedAtFirstSight
1077,neliad | PRE-DEBUT,,modern day cultivator #ENVtuber artist: @Hakushaku_Ari rigger: @justnovaj i: https://t.co/m3XnrnFZNO art: #nelihwa,False,2022-03-14 06:48:02,@TomoKitagawa_ ok maybe i say SHEEESH a little too much,,Twitter Web App,TomoKitagawa_ maybe SHEEESH little much
1078,Clocktiez 🇺🇦,,Creator of the Rob bloxians,False,2022-03-14 06:48:02,@JohnFMcCarthy @arkclaimer You are the fake god of pokemon.The real god of pokemon is omanyte,,Twitter for Android,JohnFMcCarthy arkclaimer fake pokemon.The real pokemon omanyte
